id:0000000001010,6.29,id:0000100001010,4.2
id:0000000001110,4.16,id:0000100001110,2.26
id:0000000110110,0.031,id:0000000110110,0.031
id:0000010100110,6.27,id:0000110100110,4.28
id:0000100000001,1.08,id:0000100000001,1.08
id:0000100000010,0.025,id:0000100000010,0.025
id:0000100010010,1.11,id:0000100010010,1.11
id:0000100010011,2.21,id:0000100010011,2.21
id:0001000001101,4.21,id:0000100001101,2.19
id:0001000011010,5.28,id:0000100011010,3.21
id:0001000011011,4.2,id:0000100011011,2.22
id:0001000110100,4.25,id:0000100110100,2.22
id:0001010100111,0.025,id:0001010100111,0.025
id:0001100001100,4.24,id:0000100001100,3.15
id:0001100010001,0.026,id:0001100010001,0.026
id:0001110110000,3.32,id:0000110110000,2.13
id:0001110110110,5.2,id:0000110110110,4.11
id:0010000010000,0.025,id:0010000010000,0.025
id:0010000010100,5.22,id:0000100010100,2.15
id:0010000110111,6.21,id:0000100110111,3.15
id:0010100001000,9.37,id:0000100001000,4.13
id:0010110010000,16.3,id:0011110010000,8.25
id:0010110101101,0.025,id:0010110101101,0.025
id:0011010100101,0.026,id:0011010100101,0.026
id:0011110001111,0.028,id:0011110001111,0.028
id:0100000000100,5.16,id:0011100000100,4.14
id:0100010010001,0.025,id:0100010010001,0.025
id:0100010010010,11.2,id:0011110010010,10.2
id:0100100001011,0.023,id:0100100001011,0.023
id:0100100110101,16.4,id:0101100110101,6.27
id:0101000000011,10.1,id:0100100000011,4.11
id:0101000011101,15.2,id:0100100011101,9.23
id:0101100000110,2.15,id:0101100000110,2.15
id:0101100010111,0.026,id:0101100010111,0.026
id:0101110111101,5.2,id:0101110111101,5.2
id:0110000111001,8.29,id:0101100111001,6.27
id:0110010011110,0.026,id:0110010011110,0.026
